0 1.0
1 1.0
2 1.0
3 1.0
4 1.0
5 1.0
6 1.0
7 1.0
8 0.996
9 0.892
10 0.852
11 0.984
12 0.988
13 0.996
14 1.0
15 1.0
16 1.0
17 1.0
18 1.0
19 1.0
